name,score
813286,136.74920801265907
1349149096909668363,133.87886608751816
803694179079458816,110.59463693489654
1323730225067339784,107.56003489710483
1349154719386775552,76.76743488796072
939091,76.54325618024956
1349175483989188608,75.92127607600072
44196397,68.71397936802894
1352064843432472578,68.64617189424749
807095,65.58699029175973
30354991,65.20546645892932
11348282,53.750700962363226
63796828,48.17076549356085
409486555,47.088144148014266
138203134,45.977138688811536
1339835893,44.68010092196113
15485441,43.70903511988061
742143,41.17142359538027
2467791,40.42936323263924
50393960,40.34993839953201
759251,39.42919162958121
612473,38.69723646498925
61853389,36.84577309350885
3108351,36.08386241566487
79293791,34.51732117575639
169686021,33.77616721055247
16303106,33.064210000521506
19397785,32.82755800398731
1093090866,32.27226979619654
12,32.134656596562486
2557521,31.335173474399536
5392522,31.210046478719974
39364684,30.384019868722675
5988062,30.351989153403775
19725644,30.14256768854591
14499829,29.940181646133
34743251,29.31830088067887
1330457336,29.225144918877266
115485051,29.180134042278464
16017475,28.61159110840112
26257166,28.22864635156832
1349170292564905988,28.183204922224558
27260086,28.059457296428107
14075928,27.814797756343395
14159148,27.3679152441277
19701628,26.814032883234887
818876014390603776,26.72605085242384
79923701,26.019519976659783
2293315159,26.00882112274558
16129920,25.812615652509844
885487044243238912,25.689049631393207
14529929,25.572249146165007
27195114,25.401463195355312
35787166,25.030685332430732
14982804,25.01122847448058
30364057,24.610833695133856
10228272,24.479830267585054
19426551,24.114815378754148
1006419421244678144,24.108636701420714
146569971,24.008660627558896
244655353,23.722923524253623
1351284403801108481,23.444457000301263
754006735468261376,23.400050729039048
17093617,23.113798375703237
180505807,23.063889177475296
18228898,22.58614567671824
338084918,22.220747456096774
1321680845925613569,21.92027932298051
34507480,21.85012467007723
87818409,21.665334055385976
16228398,21.66373667902019
357606935,21.447822126448735
426909329,21.39035846155381
1344951,20.688408248374525
250831586,20.583432894633475
443215941,20.39735638797794
29442313,20.317196199485533
613712440,20.274661138251243
19923144,19.706644946764406
3282859598,19.33913828446944
970207298,19.278857955824954
3004231,19.268449964650195
35936474,19.264093400597556
26565946,19.25170472756198
890891,19.198547964871985
14939981,19.18390205705637
216065430,19.173146662597514
816653,18.985094471544176
4196983835,18.943959274800335
158414847,18.932336211831558
821784477076750338,18.89522321735157
972651,18.74884570535092
9695312,18.73978564878751
20536157,18.543435730281665
51263592,18.447424442556603
17874544,18.362675172689105
5763262,18.29685976907116
18839785,18.237680713576285
455024343,18.13032088409397
34713362,18.105115675756014
104040220,17.99573280492131
154280902,17.930589859452326
11744152,17.8852247326211
16573941,17.59059215991496
50323173,17.442603764173366
19058681,17.356842772416062
918240500188172288,17.32879979794838
571202103,17.280896139982563
181572333,17.20351301347285
42562446,17.128276766164696
23561980,17.057807971506858
1636590253,16.97084352064718
13393052,16.815835620167803
13298072,16.79893459380234
1351293685493878786,16.76591656024995
2893511188,16.663674386765347
49698134,16.62923208722604
1354898820400877571,16.58680292217212
66369181,16.451060723330457
1338994562090602497,16.4332838963397
1351311448195166208,16.34726357096157
18208354,16.246432488044395
255388236,16.21701083912096
19802879,16.16305382597734
17929027,16.129581110766207
5768872,16.124827633879054
388513351,15.96352152085977
340613443,15.838643514407547
300392950,15.776315568513983
17446621,15.687977960861767
14780915,15.636224924385433
1407803571421200397,15.504179459358873
145499533,15.395332860711278
14606079,15.324475943514916
15279429,15.32071354634174
5943622,15.14583794411639
316389142,15.067907457636295
85603854,15.017915049620035
32765534,15.000000720165056
2569743630,14.975790742645966
205302299,14.906513393082443
35586563,14.862196168143326
78525538,14.784890570577792
70511174,14.541715457919066
35094637,14.498115743184732
15473958,14.486436714707775
14342564,14.405509050080115
26589987,14.370355447968802
37710752,14.271226895878135
1351302423273472012,14.205706857350307
580097412,14.069299190887458
28221296,14.052953948219814
33995409,14.037873423438427
184910040,13.971036499864084
1351341047394295808,13.963390569555644
19777398,13.913626506601512
1356383193365155840,13.909782715503498
6974622,13.73586253558361
295218901,13.574024872362116
14260960,13.558184548437609
811350,13.547628451540685
208725869,13.506601084094257
304679484,13.43900214510153
14246001,13.417708023787299
29417304,13.41062452310593
86626845,13.386575121695993
22084427,13.375509820758328
16580226,13.34162116799594
52551600,13.116040782167104
1350150750966603777,13.112051535420733
23544596,13.062246928642075
3429950987,13.030323459444059
937499232,13.016105283923636
776860630934360064,12.993498637332006
15754281,12.99148356721297
45564482,12.976380730020662
183749519,12.859756503882366
14190948,12.857218610591092
17915334,12.745335887333573
335141638,12.69990122948136
2367911,12.691080612618043
1113140284345397249,12.667137252192273
1333171793201225728,12.619033448233864
69181624,12.618202336934251
43775786,12.601163599892299
18479513,12.495365721560095
18812301,12.311919184223704
16312576,12.298970443978115
15446531,12.287756875667654
43383705,12.232815034434259
15506669,12.200177975900838
23375688,12.199793307477982
123327472,12.134620066838167
2228878592,12.126943620485836
90420314,12.067014350367867
14700316,12.02819932558029
586032653,12.01065507892319
7744592,11.976557235788821
3291691,11.961837432811443
141664648,11.918309719902808
36711022,11.840908911999495
47786101,11.790723211188961
248900032,11.698944502866484
6519522,11.609442699754727
586,11.457646580477759
14089195,11.438923867531468
18524364,11.396141856894147
5402612,11.391936750060648
323417384,11.38871754854977
27384718,11.343188183446062
84358766,11.339322703271488
14130366,11.322722725429152
22650211,11.274106479962413
